Email name,Body,Build Status,CTA,Email Channel,HubSpot Email ID,Hubspot Matched,Missing Modules,Module Stack,Modules Used,Position,Preview Text,Series,Series Total,Subject,Subscription Type,Workflow IDs
RO-4 · Same Spec Or Change — Delivery +110d,"Hi {{ firstname }},

If you're going to order a replacement, this is the useful moment — before you're forced into it.

The question worth answering: same again, or change something?

Reasons people change:

Density. The most common regret is a first system slightly too dense. If yours reads a bit young, dropping one grade is the fix.

Base type. If you're replacing more often than you'd like, moving from full lace to a hybrid buys you weeks.

Hairline. If you've been wearing it a while, you may want it set slightly differently now that you know how it sits.

Reply with what you'd change and I'll adjust the specification before it goes to production. That costs nothing.

Vincent",Needs building in HubSpot,Same spec → / Change my spec →,Marketing,,No,,(Header - Centered logo) (Layout - Plain-text founder wrapper) [Text - Customer snapshot: spec on file] (Button - Primary CTA: reply or reorder) (Footer - Preference centre),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Layout - Plain-text founder wrapper - Light (https://app.notion.com/p/Layout-Plain-text-founder-wrapper-Light-245f4e0d84e0832280a101f38a7141a7?pvs=21), Text - Customer snapshot - Light (https://app.notion.com/p/Text-Customer-snapshot-Light-02bf4e0d84e0820fbfcf816d63fe68ae?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), Footer - Preference centre - Light (https://app.notion.com/p/Footer-Preference-centre-Light-fa4f4e0d84e082819ba601163ca05b5a?pvs=21)",4,Now's the moment to adjust density or base type.,J4 · Reorder · Master,6,"Same spec, or change something?",News & Offers,Journey · Reorder · Master
C-2 · Spec Confidence — Day 6,"[Hero - Text-led]
The spec question, settled properly.

[Text - Opening]
Hi {{ firstname }},

If you're still weighing options, that's normal — the spec is the real decision here, and it's worth getting right. So instead of another nudge, here's the comparison that actually matters for your situation.

[Text - Base type guidance]
Quick recap of the recommendation: {{ deal.hsc_quote_base_type }} — because of what you told me your priority was. The base decides more about your day-to-day than anything else. Lace is the most natural at the hairline and the least durable. Poly is the toughest and the easiest to clean and reattach. Hybrid takes the front from one and the back from the other, which is why most people end up there.

[Comparison: their shortlist]
{{ dynamic: the 2–3 options discussed on the call — hairline realism / bond length / maintenance load / lifespan / cost per month of wear }}

[Commerce - Quote and spec table] (recommended)
Your quote, unchanged since the call:
Base: {{ deal.hsc_quote_base_type }} · Hair: {{ deal.hsc_quote_hair_type }}
Unit price: {{ deal.hsc_quote_currency }} {{ deal.hsc_quote_base_price }}

[Button - Primary CTA]
Confirm your spec →

[Footer - Preference centre]",Blocked - missing module,Confirm your spec →,Marketing,,No,Comparison,(Header - Centered logo) (Hero - Text-led) (Text - Opening) (Text - Base type guidance) (Comparison: their shortlist) [Commerce - Quote and spec table] (Button - Primary CTA) (Footer - Preference centre),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Hero - Text-led - Light (https://app.notion.com/p/Hero-Text-led-Light-963f4e0d84e08227a47b8102d3cfa40c?pvs=21), Text - Opening - Light (https://app.notion.com/p/Text-Opening-Light-09af4e0d84e08274be7e01b5ade1e13c?pvs=21), Text - Base type guidance - Light (https://app.notion.com/p/Text-Base-type-guidance-Light-cc0f4e0d84e083618a8c016dc8a36971?pvs=21), Comparison - Light (https://app.notion.com/p/Comparison-Light-16ce628870c74196a3bbc2b923f6e6e1?pvs=21), Commerce - Quote and spec table - Light (https://app.notion.com/p/Commerce-Quote-and-spec-table-Light-b38f4e0d84e08340b8978142a8ab3328?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), Footer - Preference centre - Light (https://app.notion.com/p/Footer-Preference-centre-Light-fa4f4e0d84e082819ba601163ca05b5a?pvs=21)",3,The trade-offs between the options we discussed — in one table.,J5 · Consultation · Master,5,"Your shortlist, side by side",News & Offers,
C-0 · Consultation Recap — Day 0,"[Hero - Text-led]
Everything we discussed, in one place.

[Text - Opening: thank you]
Hi {{ firstname }},

Thanks for your time today. Below is a written record of what we covered — your situation, the spec I'd recommend, and what it costs — so you can think it over properly instead of working from memory.

Nothing here is a commitment. It's a starting point you can change.

[Text - Customer snapshot: their situation]
{{ dynamic: hair loss stage, lifestyle factors, previous system experience, stated priorities }}

[Text - Base type guidance: recommended spec]
Based on what you described, here's what I'd recommend and why:

Base: {{ deal.hsc_quote_base_type }}
Hair: {{ deal.hsc_quote_hair_type }}
Recommended path: {{ deal.hsc_recommended_path }}

The reasoning is the trade-off we talked through — realism at the hairline versus ease of maintenance and lifespan. This spec sits where you said your priorities were. If you'd rather shift it in either direction, that's a conversation, not a problem.

[Commerce - Quote and spec table]
{{ deal.hsc_quote_currency }} — full spec and pricing breakdown
Unit price: {{ deal.hsc_quote_base_price }}
Shipping: {{ deal.hsc_quote_shipping_price }}
Down payment: {{ deal.hsc_quote_down_payment }}

[Timeline: production window]
1. You approve the spec (or tell me what to change)
2. Down payment confirms your build slot
3. Handcrafted to your spec — 3–4 weeks
4. Inspected against your spec, then dispatched
5. Delivered, with a 14-day inspection window

[Text - Reassurance: guarantee + adjustment]
Two things worth knowing before you decide.

First, you have 14 days from delivery to raise any production error — wrong density, colour inconsistency, base construction fault. If it's on us, we repair or replace at no cost.

Second, first systems are rarely perfect and that's expected. Most customers adjust density or grey blend on their second order. By the third, the spec is locked and it simply repeats. We build that iteration into how we work.

[Testimonial] (recommended)
[PULL from Proof Bank: one consented quote — same base type or similar situation]

[FAQ]
{{ dynamic: top pre-order questions — lead time, payment, colour-match worries, adjustment policy }}

[Button - Primary CTA]
Approve your spec →

[List - Support strip]
Reply to this email with any question about the spec or the quote — it comes straight to me.

[Footer - Standard]",Blocked - missing module,Approve your spec →,Sales,,No,"Timeline, FAQ",(Header - Centered logo) (Hero - Text-led) (Text - Opening: thank you) (Text - Customer snapshot: their situation) (Text - Base type guidance: recommended spec) (Commerce - Quote and spec table) (Timeline: production window) (Text - Reassurance: guarantee + adjustment) [Testimonial] (FAQ) (Button - Primary CTA: approve your spec) (List - Support strip) (Footer - Standard),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Hero - Text-led - Light (https://app.notion.com/p/Hero-Text-led-Light-963f4e0d84e08227a47b8102d3cfa40c?pvs=21), Text - Opening - Light (https://app.notion.com/p/Text-Opening-Light-09af4e0d84e08274be7e01b5ade1e13c?pvs=21), Text - Customer snapshot - Light (https://app.notion.com/p/Text-Customer-snapshot-Light-02bf4e0d84e0820fbfcf816d63fe68ae?pvs=21), Text - Base type guidance - Light (https://app.notion.com/p/Text-Base-type-guidance-Light-cc0f4e0d84e083618a8c016dc8a36971?pvs=21), Commerce - Quote and spec table - Light (https://app.notion.com/p/Commerce-Quote-and-spec-table-Light-b38f4e0d84e08340b8978142a8ab3328?pvs=21), Timeline - Light (https://app.notion.com/p/Timeline-Light-2e67e7f87f954aa89c67df538f973121?pvs=21), Text - Reassurance - Light (https://app.notion.com/p/Text-Reassurance-Light-5d3f4e0d84e082fe98ef010e47535c71?pvs=21), Testimonial - Light (https://app.notion.com/p/Testimonial-Light-955f4e0d84e083e1a17501a482a51f91?pvs=21), FAQ - Light (https://app.notion.com/p/FAQ-Light-1b8ef749952e467aaffdb8c25a808bb6?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), List - Support strip - Light (https://app.notion.com/p/List-Support-strip-Light-9e5f4e0d84e0829299b3811647c638e6?pvs=21), Footer - Standard - Light (https://app.notion.com/p/Footer-Standard-Light-8c3f4e0d84e082c6acf6815321074fc7?pvs=21)",1,"Everything we discussed, in one place — take your time with it.",J5 · Consultation · Master,5,Your consultation recap and recommended spec,One to One,
C-4 · Founder Close — Day 18,"Hi {{ firstname }},

Last note from me about the consultation — I won't keep nudging.

Almost three weeks ago we built a spec for you. If you've decided against it, or the timing's wrong, that's completely fine — you can tell me, or just let this be the last email.

But if something specific is holding you back — the price, a doubt about the spec, something you didn't want to ask on the call — reply and tell me. Plain question, plain answer. And if a system honestly isn't the right call for your situation, I'll say that too.

Your quote stays on file either way. There's no expiry on the conversation.

Vincent
Founder, Hair Solutions Co.",Needs building in HubSpot,No button — reply-only by design,Marketing,,No,,(Header - Centered logo) (Layout - Plain-text founder wrapper) (Footer - Preference centre),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Layout - Plain-text founder wrapper - Light (https://app.notion.com/p/Layout-Plain-text-founder-wrapper-Light-245f4e0d84e0832280a101f38a7141a7?pvs=21), Footer - Preference centre - Light (https://app.notion.com/p/Footer-Preference-centre-Light-fa4f4e0d84e082819ba601163ca05b5a?pvs=21)",5,"One honest question, then I'll stop nudging.",J5 · Consultation · Master,5,Where I'll leave it,News & Offers,
C-1 · Objections Answered — Day 2,"[Hero - Text-led]
The three things everyone asks before saying yes.

[Text - Opening]
Hi {{ firstname }},

You've had the recap a couple of days. If you're still turning it over, you're probably stuck on one of the same three questions everyone asks at this point. Here they are, answered straight.

[List - Questions: the 3 things everyone asks]
""Will it actually look real?"" — At conversation distance, a well-fitted lace front is not detectable. The giveaway is never the hair — it's a hairline set too low, or a density too high for your age. Your spec sets both conservatively for exactly that reason.

""Will it hold?"" — With clean prep and the right adhesive, a bond holds 7 to 14 days through showering, sweating and sleeping. Prep is the variable, not the product, and we walk you through it.

""What if it's not right when it arrives?"" — Then you email me and we fix it. Colour off, density wrong, base size out — you have 14 days from delivery, and anything that's on us, we resolve at no cost.

[List - Trust strip]
Handcrafted to your spec · 14-day inspection window · Direct line to the founder

[Testimonial]
[PULL from Proof Bank: first-time buyer who hesitated on one of these three, then ordered]

[Text - Reassurance]
There's no clock on your quote. I'd rather you order sure than order fast.

[Button - Primary CTA]
Approve your spec →

[Footer - Preference centre]",Blocked - missing module,Approve your spec →,Marketing,,No,List - Trust strip,(Header - Centered logo) (Hero - Text-led) (Text - Opening) (List - Questions: the 3 things everyone asks) (List - Trust strip) (Testimonial) (Text - Reassurance) (Button - Primary CTA) (Footer - Preference centre),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Hero - Text-led - Light (https://app.notion.com/p/Hero-Text-led-Light-963f4e0d84e08227a47b8102d3cfa40c?pvs=21), Text - Opening - Light (https://app.notion.com/p/Text-Opening-Light-09af4e0d84e08274be7e01b5ade1e13c?pvs=21), List - Questions - Light (https://app.notion.com/p/List-Questions-Light-190f4e0d84e083418a230178ca6196ec?pvs=21), List - Trust strip - Light (https://app.notion.com/p/List-Trust-strip-Light-8801ff07efc24e8c9dc7ec6e81e42bbc?pvs=21), Testimonial - Light (https://app.notion.com/p/Testimonial-Light-955f4e0d84e083e1a17501a482a51f91?pvs=21), Text - Reassurance - Light (https://app.notion.com/p/Text-Reassurance-Light-5d3f4e0d84e082fe98ef010e47535c71?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), Footer - Preference centre - Light (https://app.notion.com/p/Footer-Preference-centre-Light-fa4f4e0d84e082819ba601163ca05b5a?pvs=21)",2,"Will it look real, will it hold, and what happens if it's wrong.",J5 · Consultation · Master,5,The three questions everyone asks before their first order,News & Offers,
C-3 · Soft Incentive — Day 12,"[Hero - Text-led]
If price is the last thing in the way, this should help.

[Text - Opening]
Hi {{ firstname }},

It's been about two weeks since we spoke. If you're still deciding, no problem — but if the only thing left between you and the spec we built is the number, I'd rather move the number than lose you over it.

[Text - Offer discount]
10% off your first system. Applies to the quoted spec exactly as it stands — nothing changes but the price.
[OFFER — confirm before send: FIRSTFIT10 · 10% off first system · 7 days]

[Signal - Promo code]
Code: FIRSTFIT10

[Signal - Countdown]
Valid for 7 days from this email.

[Testimonial]
[PULL from Proof Bank: a customer on the first order being worth it — value register, not hype]

[Button - Primary CTA]
Start your build with 10% off →

[Footer - Preference centre]",Blocked - missing module,Start your build with 10% off →,Marketing,,No,Signal - Countdown,(Header - Centered logo) (Hero - Text-led) (Text - Opening) (Text - Offer discount) (Signal - Promo code) (Signal - Countdown) (Testimonial) (Button - Primary CTA) (Footer - Preference centre),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Hero - Text-led - Light (https://app.notion.com/p/Hero-Text-led-Light-963f4e0d84e08227a47b8102d3cfa40c?pvs=21), Text - Opening - Light (https://app.notion.com/p/Text-Opening-Light-09af4e0d84e08274be7e01b5ade1e13c?pvs=21), Text - Offer discount - Light (https://app.notion.com/p/Text-Offer-discount-Light-a36f4e0d84e083db94f501d582855339?pvs=21), Signal - Promo code - Light (https://app.notion.com/p/Signal-Promo-code-Light-0daf4e0d84e08206a3e6013131cecde9?pvs=21), Signal - Countdown - Light (https://app.notion.com/p/Signal-Countdown-Light-9a3a477b95ce410babc12e160cfa32e7?pvs=21), Testimonial - Light (https://app.notion.com/p/Testimonial-Light-955f4e0d84e083e1a17501a482a51f91?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), Footer - Preference centre - Light (https://app.notion.com/p/Footer-Preference-centre-Light-fa4f4e0d84e082819ba601163ca05b5a?pvs=21)",4,"A small discount, live for one week — no pressure attached.",J5 · Consultation · Master,5,Something to make the first order easier,News & Offers,
W-1 · Welcome + Expectations — Signup +0d,"⚠️ GATED: this audience exists only after the newsletter capture form ships (order-of-ops item 9).

[Text - Masthead]
Hair Solutions Co. — the newsletter

[Text - Opening]
Hi {{ firstname }},

Welcome to the Hair Solutions list. Before anything else, here's the deal — what you'll get from us, and what you never will.

[Text - Section: expectations]
What you'll get:
- Practical content about hair systems — how they work, what they cost, how to maintain them
- Real customer stories — actual experiences, not stock-photo marketing
- Product and material updates when we launch something worth knowing about

What you'll never get:
- Pressure to buy before you're ready
- Medical claims or miracle promises
- Spam — we email 2–4 times a month, maximum

If you ever have a question — even a basic one — reply to any email and I'll answer it personally.

[Text - Offer discount] + [Signal - Promo code] (recommended — only if the capture form promised an incentive)
[OFFER — confirm before send: welcome incentive, only if promised at signup. If none was promised, drop both modules.]

[FAQ]
{{ dynamic: the three questions new subscribers ask — do I need a consultation first, what does a system cost, how natural does it look }}

[Button - Primary CTA: low pressure]
Start with the basics →

[Footer - Social]",Blocked - missing module,Start with the basics →,Marketing,,No,"Text - Masthead, Text - Section, FAQ",(Text - Masthead) (Text - Opening) (Text - Section: expectations) [Text - Offer discount] [Signal - Promo code] (FAQ) (Button - Primary CTA: low pressure) (Footer - Social),"Text - Masthead - Light (https://app.notion.com/p/Text-Masthead-Light-e139ea84fd444ab593206f590b338c7c?pvs=21), Text - Opening - Light (https://app.notion.com/p/Text-Opening-Light-09af4e0d84e08274be7e01b5ade1e13c?pvs=21), Text - Section - Light (https://app.notion.com/p/Text-Section-Light-1086c979270d4436913f6953ec54ce62?pvs=21), Text - Offer discount - Light (https://app.notion.com/p/Text-Offer-discount-Light-a36f4e0d84e083db94f501d582855339?pvs=21), Signal - Promo code - Light (https://app.notion.com/p/Signal-Promo-code-Light-0daf4e0d84e08206a3e6013131cecde9?pvs=21), FAQ - Light (https://app.notion.com/p/FAQ-Light-1b8ef749952e467aaffdb8c25a808bb6?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), Footer - Social - Light (https://app.notion.com/p/Footer-Social-Light-746f4e0d84e083999c1d815025958c68?pvs=21)",1,"What you'll get, what you'll never get, and how often.",W · Newsletter Welcome,5,You're in — here's what to expect,News & Offers,
W-3 · Style Inspiration — Signup +7d,"⚠️ GATED: this audience exists only after the newsletter capture form ships (order-of-ops item 9).

[Text - Masthead]
Hair Solutions Co. — the newsletter

[Photo - Feature story]
{{ image: customer style shot — textured crop, natural daylight, no staging }}
One of the best things about a system: you style it exactly how you want.

[Column - Image and text]
Five looks our customers are wearing right now:

1. The textured crop — short sides, textured top. 80% density with slight wave. Low maintenance.
2. The classic slick-back — straight hair, 100% density, 6""+ length. Clean and professional.
3. The natural curl — body wave or curly, 80–100% density. Very natural movement.
4. The fade blend — system hair blended into a skin fade. Needs a barber who can cut in a system (we can help you find one).
5. The grey blend — 10–30% grey mixed into the base colour. Adds realism for men 35+.

The rule behind all five: density matched to age. A 25-year-old can pull off 100% density; a 45-year-old looks more natural at 70–80%. It's one of the most important decisions we help with during spec building.

[Product - 3-up grid]
{{ products: three HS- systems that carry these styles }}

[Testimonial]
[PULL from Proof Bank: a style/confidence quote — someone who changed their look after switching to a system]

[Button - Primary CTA]
See the style gallery →

[Footer - Social]",Blocked - missing module,See the style gallery →,Marketing,,No,"Text - Masthead, Column - Image and text, Product - 3-up grid",(Text - Masthead) (Photo - Feature story) (Column - Image and text) (Product - 3-up grid) (Testimonial) (Button - Primary CTA) (Footer - Social),"Text - Masthead - Light (https://app.notion.com/p/Text-Masthead-Light-e139ea84fd444ab593206f590b338c7c?pvs=21), Photo - Feature story - Light (https://app.notion.com/p/Photo-Feature-story-Light-fd5f4e0d84e0833bb12d0192e338778d?pvs=21), Column - Image and text - Light (https://app.notion.com/p/Column-Image-and-text-Light-7266afaedac44b3280a9264e77f5d88c?pvs=21), Product - 3-up grid - Light (https://app.notion.com/p/Product-3-up-grid-Light-224fec0ed29e4c568b227f8394b0890c?pvs=21), Testimonial - Light (https://app.notion.com/p/Testimonial-Light-955f4e0d84e083e1a17501a482a51f91?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), Footer - Social - Light (https://app.notion.com/p/Footer-Social-Light-746f4e0d84e083999c1d815025958c68?pvs=21)",3,"Real wearers, real cuts — and the density rule that makes them work.",W · Newsletter Welcome,5,5 styles our customers are wearing right now,News & Offers,
W-2 · How Systems Work — Signup +3d,"⚠️ GATED: this audience exists only after the newsletter capture form ships (order-of-ops item 9).

[Hero - Text-led]
The 3-minute version of how this actually works.

[Text - Opening]
Hi {{ firstname }},

If you've been curious about hair systems but never quite understood them, here's the simple version — no jargon, no sales angle. There are only four parts that matter: the base, the hair, the attachment, and the routine. Everything else is detail.

[Photo - Founder note]
I explain this to someone new nearly every day. The base is the biggest decision — it determines how natural the system looks, how breathable it feels, and how long it lasts. Get that right and the rest follows. — Vincent

[Comparison]
Lace — most natural at the hairline, most breathable, shortest life.
Poly (skin) — most durable, easiest to clean and reattach, slightly less invisible up close.
Hybrid — lace front for the hairline, poly at the sides and back. Most people end up here.

[Timeline: how it works]
1. The hair — hand-tied into the base, matched to your colour, density and length. The goal is proportional and natural for your age, not ""too perfect""
2. The attachment — tape or adhesive; properly done, it holds through workouts, swimming, wind and sleep
3. Daily — wash and style like natural hair (5 minutes)
4. Every 2–4 weeks — remove, clean scalp and base, reattach (30–45 minutes)
5. Every 3–6 months — replace the system

No surgery, no chemicals, no downtime.

[Button - Primary CTA]
Explore base types →

[Footer - Social]",Blocked - missing module,Explore base types →,Marketing,,No,"Photo - Founder note, Comparison, Timeline",(Header - Centered logo) (Hero - Text-led) (Text - Opening) (Photo - Founder note) (Comparison) (Timeline: how it works) (Button - Primary CTA) (Footer - Social),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Hero - Text-led - Light (https://app.notion.com/p/Hero-Text-led-Light-963f4e0d84e08227a47b8102d3cfa40c?pvs=21), Text - Opening - Light (https://app.notion.com/p/Text-Opening-Light-09af4e0d84e08274be7e01b5ade1e13c?pvs=21), Photo - Founder note - Light (https://app.notion.com/p/Photo-Founder-note-Light-efc5d4d197d94045a6ad9986f50b0414?pvs=21), Comparison - Light (https://app.notion.com/p/Comparison-Light-16ce628870c74196a3bbc2b923f6e6e1?pvs=21), Timeline - Light (https://app.notion.com/p/Timeline-Light-2e67e7f87f954aa89c67df538f973121?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), Footer - Social - Light (https://app.notion.com/p/Footer-Social-Light-746f4e0d84e083999c1d815025958c68?pvs=21)",2,"Base, hair, attachment, routine — no jargon, no sales angle.",W · Newsletter Welcome,5,How a hair system actually works (the 3-minute version),News & Offers,
W-4 · Social Proof Wall — Signup +12d,"⚠️ GATED: this audience exists only after the newsletter capture form ships (order-of-ops item 9). Restored from legacy Welcome 4of5 (Social-Proof-Wall format — one of the two email types allowed to stack stat bars + review stars).

[Hero - Text-led]
What customers say once they've lived with it.

[Text - Opening]
Hi {{ firstname }},

I can tell you a system looks natural. It lands differently coming from the people wearing one. Everything below is real, consented, and unedited — that's a hard rule here.

[Testimonial]
[PULL from Proof Bank: lead testimonial — first-time buyer, first month, the ""nobody noticed"" register]

[Quote - Accent bar]
[PULL from Proof Bank: one-line quote — e.g. the barber-couldn't-tell register]

[Stat bars]
[PULL from Proof Bank: stats — e.g. % of customers who reorder, average review score, systems shipped]

[Review stars]
[PULL from Proof Bank: aggregate rating]

[Text - Offer discount: reminder] (recommended — only if W-1 carried an incentive)
[OFFER — confirm before send: reminder of the welcome incentive, only if it was promised at signup]

[Button - Primary CTA]
Read the reviews →

[Footer - Social]",Blocked - missing module,Read the reviews →,Marketing,,No,"Quote - Accent bar, Stat bars, Review stars",(Header - Centered logo) (Hero - Text-led) (Text - Opening) (Testimonial) (Quote - Accent bar) (Stat bars) (Review stars) [Text - Offer discount: reminder] (Button - Primary CTA) (Footer - Social),"Header - Centered logo - Light (https://app.notion.com/p/Header-Centered-logo-Light-586f4e0d84e0821a960b015f18443fb8?pvs=21), Hero - Text-led - Light (https://app.notion.com/p/Hero-Text-led-Light-963f4e0d84e08227a47b8102d3cfa40c?pvs=21), Text - Opening - Light (https://app.notion.com/p/Text-Opening-Light-09af4e0d84e08274be7e01b5ade1e13c?pvs=21), Testimonial - Light (https://app.notion.com/p/Testimonial-Light-955f4e0d84e083e1a17501a482a51f91?pvs=21), Quote - Accent bar - Light (https://app.notion.com/p/Quote-Accent-bar-Light-9be17a802a29457589bb9e36ac500dee?pvs=21), Stat bars - Light (https://app.notion.com/p/Stat-bars-Light-fd72f22fa2ee488aa7ef79aa0362170f?pvs=21), Review stars - Light (https://app.notion.com/p/Review-stars-Light-d78b9112fd1d40eaa4919a1496b51c38?pvs=21), Text - Offer discount - Light (https://app.notion.com/p/Text-Offer-discount-Light-a36f4e0d84e083db94f501d582855339?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), Footer - Social - Light (https://app.notion.com/p/Footer-Social-Light-746f4e0d84e083999c1d815025958c68?pvs=21)",4,What customers say after the first month — unedited.,W · Newsletter Welcome,5,Don't take my word for it,News & Offers,
W-5 · Soft Consult Invite — Signup +18d,"⚠️ GATED: this audience exists only after the newsletter capture form ships (order-of-ops item 9).

[Text - Masthead]
Hair Solutions Co. — the newsletter

[Text - Opening]
Hi {{ firstname }},

Over the past few weeks you've had a decent picture of how systems work — the bases, the styles, the maintenance. If you're still in research mode, that's completely fine. Take your time; you'll keep getting our best content either way.

If you're starting to feel ready, here's exactly how it works.

[Timeline: the process]
1. We talk — email, WhatsApp or phone, whatever you prefer. Most first consultations take 10–15 minutes
2. I recommend one system — not a catalogue of options, one specific recommendation tailored to you
3. You decide — no pressure, no time limits. If the quote makes sense, we build it. If not, no hard feelings

[Product - Dynamic recommendations]
{{ products: based on browsing history, or the three most-ordered first systems }}

[List - Questions]
Worth thinking about before a call:
· How you currently wear your hair
· Whether you want daily removal or a longer bond
· Which matters more — the most natural hairline, or the least maintenance

[Testimonial]
[PULL from Proof Bank: a customer on the consultation itself — low-pressure, honest register]

[Photo - Founder note]
Every consultation is with me, not a sales team. If a system isn't right for your situation, I'll tell you that too. — Vincent

[Button - Primary CTA]
Start a consultation →

[Footer - Social]",Blocked - missing module,Start a consultation →,Marketing,,No,"Text - Masthead, Timeline, Photo - Founder note",(Text - Masthead) (Text - Opening) (Timeline: the process) (Product - Dynamic recommendations) (List - Questions) (Testimonial) (Photo - Founder note) (Button - Primary CTA) (Footer - Social),"Text - Masthead - Light (https://app.notion.com/p/Text-Masthead-Light-e139ea84fd444ab593206f590b338c7c?pvs=21), Text - Opening - Light (https://app.notion.com/p/Text-Opening-Light-09af4e0d84e08274be7e01b5ade1e13c?pvs=21), Timeline - Light (https://app.notion.com/p/Timeline-Light-2e67e7f87f954aa89c67df538f973121?pvs=21), Product - Dynamic recommendations - Light (https://app.notion.com/p/Product-Dynamic-recommendations-Light-bcaf4e0d84e082ef91cd016f15fff865?pvs=21), List - Questions - Light (https://app.notion.com/p/List-Questions-Light-190f4e0d84e083418a230178ca6196ec?pvs=21), Testimonial - Light (https://app.notion.com/p/Testimonial-Light-955f4e0d84e083e1a17501a482a51f91?pvs=21), Photo - Founder note - Light (https://app.notion.com/p/Photo-Founder-note-Light-efc5d4d197d94045a6ad9986f50b0414?pvs=21), Button - Primary CTA - Light (https://app.notion.com/p/Button-Primary-CTA-Light-5cef4e0d84e08240b53a0126a9c9667a?pvs=21), Footer - Social - Light (https://app.notion.com/p/Footer-Social-Light-746f4e0d84e083999c1d815025958c68?pvs=21)",5,How the process works when you are — and no pressure while you're not.,W · Newsletter Welcome,5,Whenever you're ready,News & Offers,
